selling_price,year,km_driven,fuel,seller_type,transmission,owners,kmpl,engine_cc,power_bhp,seats
750000,2013,79328,Diesel,Trustmark Dealer,Manual,2,12.99,2494,100.6,7
650000,2019,5621,Petrol,Trustmark Dealer,Automatic,1,22,1197,81.8,5
625000,2017,25538,Petrol,Trustmark Dealer,Manual,1,16.78,1496,88.73,5
600000,2018,69779,Petrol,Dealer,Automatic,1,22,1197,81.8,5
450000,2017,56290,Diesel,Dealer,Manual,1,24,1186,73.97,5
5400000,2019,7500,Diesel,Dealer,Automatic,1,16.78,1995,190,5
5500000,2019,8500,Diesel,Dealer,Automatic,1,16.78,1995,190,5
779000,2019,7032,Petrol,Trustmark Dealer,Automatic,1,19,1199,88.76,5
645000,2016,11000,Petrol,Dealer,Automatic,1,14.3,1598,103.5,5
2475000,2018,2000,Diesel,Dealer,Automatic,1,16.8,1984,150,5
155000,1999,100000,Diesel,Individual,Manual,3,14.8,1998,68,5
2711000,2017,9000,Diesel,Dealer,Automatic,1,13.6,1999,177,5
5150000,2019,20000,Petrol,Dealer,Automatic,1,22.37,2487,214.56,5
3200000,2017,45000,Diesel,Dealer,Automatic,1,19.33,1999,177,5
503000,2015,110000,Diesel,Individual,Manual,1,14.1,2179,147.94,7
3800000,2019,20000,Diesel,Individual,Automatic,1,18,1969,190,5
2000000,2016,68089,Petrol,Trustmark Dealer,Automatic,1,19.16,2494,157.7,5
225000,2013,58343,Petrol,Trustmark Dealer,Manual,1,21.79,998,67.05,5
740000,2018,38817,Diesel,Dealer,Manual,1,27.39,1248,74,5
550000,2016,56494,Petrol,Trustmark Dealer,Manual,1,18.2,1199,88.7,5
750000,2013,79328,Diesel,Trustmark Dealer,Manual,2,12.99,2494,100.6,7
650000,2019,5621,Petrol,Trustmark Dealer,Automatic,1,22,1197,81.8,5
625000,2017,25538,Petrol,Trustmark Dealer,Manual,1,16.78,1496,88.73,5
600000,2018,69779,Petrol,Dealer,Automatic,1,22,1197,81.8,5
450000,2017,56290,Diesel,Dealer,Manual,1,24,1186,73.97,5
5400000,2019,7500,Diesel,Dealer,Automatic,1,16.78,1995,190,5
5500000,2019,8500,Diesel,Dealer,Automatic,1,16.78,1995,190,5
779000,2019,7032,Petrol,Trustmark Dealer,Automatic,1,19,1199,88.76,5
645000,2016,11000,Petrol,Dealer,Automatic,1,14.3,1598,103.5,5
2475000,2018,2000,Diesel,Dealer,Automatic,1,16.8,1984,150,5
590000,2015,80000,Diesel,Individual,Manual,1,25.01,1498,89.75,5
350000,2016,120000,Diesel,Individual,Manual,2,24.4,1120,71,5
484999,2017,30000,Petrol,Individual,Manual,1,20.89,1197,81.8,5
240000,2015,110000,Diesel,Individual,Manual,2,19.1,1405,70,5
500000,2008,219000,Diesel,Individual,Manual,2,12.8,2494,102,8
300000,2017,80000,Petrol,Individual,Manual,1,24.7,796,47.3,5
750000,2016,80000,Diesel,Individual,Manual,1,28.09,1248,88.5,5
574000,2016,35000,Petrol,Individual,Manual,2,20.85,1197,83.14,5
200000,2013,167000,Diesel,Individual,Manual,1,22.3,1248,88.8,5
1100000,2016,94000,Diesel,Individual,Manual,1,19.67,1582,126.2,5
350000,2012,80000,Petrol,Individual,Manual,1,17.92,1086,62.1,5
70000,1998,100000,Petrol,Individual,Manual,2,16.1,796,37,4
120000,2005,90000,Petrol,Individual,Manual,2,13.8,1299,70,5
700000,2012,246000,Diesel,Individual,Manual,2,12.99,2494,100,7
500000,2019,10000,Petrol,Individual,Manual,1,21.4,1197,83.1,5
370000,2016,90000,Diesel,Individual,Manual,1,19.09,1405,69.01,5
600000,2019,5200,Petrol,Individual,Manual,1,20.3,1199,83.81,5
100000,2006,120000,Petrol,Individual,Manual,2,17.3,993,60,5
409999,2013,90000,Diesel,Individual,Manual,2,22.9,1248,74,5
750000,2016,50000,Petrol,Individual,Automatic,1,18,1497,117.3,5
600000,2017,5000,Petrol,Individual,Manual,1,18.9,1197,81.86,5
550000,2018,10500,Petrol,Individual,Manual,1,18.15,1198,82,6
950000,2018,26000,Diesel,Individual,Manual,1,19.6,1461,108.45,5
645000,2014,139000,Diesel,Individual,Automatic,1,11.79,2179,120,8
750000,2014,60000,Diesel,Individual,Manual,2,15.1,2179,140,7
650000,2006,40000,Petrol,Individual,Manual,1,11.7,1796,178,5
800000,2015,25000,Petrol,Individual,Manual,1,15.85,1499,110.4,5
350000,2010,60000,Petrol,Individual,Manual,2,14.53,1798,138,5
700000,2015,25000,Petrol,Individual,Manual,1,15.85,1499,110.4,5
335000,2011,15000,Petrol,Individual,Manual,1,17.5,1298,85.8,5
270000,2012,110000,Diesel,Individual,Manual,1,19.3,1248,73.9,5
320000,2010,100000,Diesel,Individual,Manual,2,19.3,1248,73.9,5
120000,2007,120000,Petrol,Individual,Manual,1,17.8,1086,63,5
730000,2010,55000,Petrol,Individual,Automatic,2,12.3,1781,163.2,5
125000,2007,120000,Petrol,Individual,Manual,3,15,1586,104.68,5
150000,2007,35000,Petrol,Individual,Manual,1,18.2,1061,64,5
310000,2018,13000,Petrol,Individual,Manual,1,24.7,796,47.3,5
625000,2015,50000,Diesel,Individual,Manual,1,26.59,1248,74,5
267000,2012,40000,Petrol,Individual,Manual,1,20.36,1197,78.9,5
600000,2016,25000,Petrol,Individual,Manual,1,17.19,1197,81.86,5
180000,2011,110000,Petrol,Individual,Manual,2,15.37,1196,73,7
700000,2019,5000,Petrol,Individual,Manual,1,23.87,1197,88.5,5
121000,2013,50000,Petrol,Individual,Manual,2,16.1,796,37,4
350000,2014,80000,Petrol,Individual,Manual,3,18.9,1197,82,5
869999,2012,225000,Diesel,Individual,Manual,2,12.99,2494,100,8
2711000,2017,9000,Diesel,Dealer,Automatic,1,13.6,1999,177,5
5150000,2019,20000,Petrol,Dealer,Automatic,1,22.37,2487,214.56,5
3200000,2017,45000,Diesel,Dealer,Automatic,1,19.33,1999,177,5
503000,2015,110000,Diesel,Individual,Manual,1,14.1,2179,147.94,7
3800000,2019,20000,Diesel,Individual,Automatic,1,18,1969,190,5
2000000,2016,68089,Petrol,Trustmark Dealer,Automatic,1,19.16,2494,157.7,5
225000,2013,58343,Petrol,Trustmark Dealer,Manual,1,21.79,998,67.05,5
740000,2018,38817,Diesel,Dealer,Manual,1,27.39,1248,74,5
550000,2016,56494,Petrol,Trustmark Dealer,Manual,1,18.2,1199,88.7,5
750000,2013,79328,Diesel,Trustmark Dealer,Manual,2,12.99,2494,100.6,7
650000,2019,5621,Petrol,Trustmark Dealer,Automatic,1,22,1197,81.8,5
625000,2017,25538,Petrol,Trustmark Dealer,Manual,1,16.78,1496,88.73,5
600000,2018,69779,Petrol,Dealer,Automatic,1,22,1197,81.8,5
450000,2017,56290,Diesel,Dealer,Manual,1,24,1186,73.97,5
5400000,2019,7500,Diesel,Dealer,Automatic,1,16.78,1995,190,5
5500000,2019,8500,Diesel,Dealer,Automatic,1,16.78,1995,190,5
779000,2019,7032,Petrol,Trustmark Dealer,Automatic,1,19,1199,88.76,5
645000,2016,11000,Petrol,Dealer,Automatic,1,14.3,1598,103.5,5
2475000,2018,2000,Diesel,Dealer,Automatic,1,16.8,1984,150,5
80000,2008,100000,Petrol,Individual,Manual,3,17.3,1061,64,5
120000,2008,93331,Petrol,Individual,Manual,2,19.81,1086,68.05,5
370000,2012,120000,Diesel,Individual,Manual,2,13.5,2179,115,5
750000,2015,70000,Diesel,Individual,Manual,1,19.01,1461,108.5,5
484999,2015,100000,Diesel,Individual,Manual,1,15.96,2523,63,9
120000,2006,90000,Diesel,Individual,Manual,2,13.1,1493,82,5
860000,2017,28000,Petrol,Individual,Manual,1,17.8,1497,117.3,5
650000,2018,50000,Diesel,Individual,Manual,1,28.4,1248,74.02,5
650000,2014,90000,Diesel,Individual,Manual,1,20.77,1248,88.8,7
710000,2016,40000,Diesel,Individual,Manual,1,24.8,1396,88.7,5
430000,2017,113000,Diesel,Individual,Manual,1,25.83,1498,99,5
305000,2011,188000,Diesel,Individual,Manual,2,17.8,1248,75,5
220000,2011,100000,Diesel,Individual,Manual,1,20,1399,68,5
150000,2010,225000,Diesel,Individual,Manual,3,14,1948,90,9
660000,2017,67000,Diesel,Individual,Manual,2,18.49,1493,100,7
140000,2011,70000,Diesel,Individual,Manual,4,25.44,936,57.6,5
1100000,2015,50000,Petrol,Individual,Manual,1,14.28,1798,138.03,5
2450000,2013,60000,Diesel,Individual,Automatic,1,16.36,2179,187.7,5
625000,2017,34000,Diesel,Individual,Automatic,1,22,1498,108.495,5
198000,2004,110000,Petrol,Individual,Manual,3,12.8,1493,100,5
130000,2005,140000,Petrol,Individual,Manual,2,18.9,998,67.1,5
540000,2012,100000,Petrol,Individual,Manual,2,16.8,1497,116.3,5
550000,2017,10000,Petrol,Individual,Automatic,1,18.9,1197,81.86,5
475000,2018,30000,Petrol,Individual,Manual,1,21.63,998,67.04,5
3100000,2016,90000,Diesel,Individual,Automatic,1,15.04,2755,174.5,7
217000,2010,120000,Diesel,Individual,Manual,1,21.1,1248,73.9,5
750000,2019,6500,Petrol,Individual,Automatic,1,21.21,1197,81.8,5
350000,2010,80000,Petrol,Individual,Manual,1,11.96,1298,80,8
400000,2008,100000,Diesel,Individual,Manual,3,12.05,2179,120,7
570000,2015,120000,Diesel,Individual,Manual,2,23.59,1364,67.05,5
180000,2012,120000,Petrol,Individual,Manual,2,21.1,814,55.2,5
68000,1998,110000,Petrol,Individual,Manual,3,13.1,1598,77,5
280000,2006,150000,Diesel,Individual,Manual,3,18.7,1896,66,5
90000,2005,120000,Diesel,Individual,Manual,4,16.1,1405,70,5
2600000,2015,100000,Diesel,Individual,Automatic,2,15.26,2143,203.2,5
700000,2018,63000,Diesel,Individual,Manual,1,15.3,2956,83.83,7
1850000,2016,40000,Diesel,Individual,Automatic,2,17.9,2143,136,5
685000,2015,109000,Diesel,Dealer,Manual,1,22.7,1498,89.84,5
565000,2015,114000,Diesel,Dealer,Manual,1,25.2,1248,73.94,5
1600000,2017,33000,Petrol,Dealer,Automatic,2,14.7,1798,177.5,5
395000,2014,160000,Diesel,Dealer,Manual,3,24,1120,70,5
425000,2013,101000,Diesel,Dealer,Manual,1,21.9,1396,88.76,5
1350000,2019,5400,Diesel,Dealer,Manual,0,22.27,1498,108.6,5
1950000,2016,45000,Diesel,Dealer,Automatic,2,16.38,1995,183,5
535000,2018,31000,Petrol,Dealer,Automatic,1,24.04,999,67,5
500000,2018,31000,Petrol,Dealer,Manual,1,23.01,999,67,5
434999,2016,55000,Petrol,Dealer,Manual,1,20.52,1197,81.8,5
250000,2018,55000,Petrol,Dealer,Automatic,1,21.9,624,37.48,4
700000,2014,117000,Diesel,Dealer,Manual,1,22.32,1582,126.32,5
1100000,2010,102000,Diesel,Dealer,Automatic,1,19.62,1995,187.74,5
900000,2012,108000,Diesel,Dealer,Automatic,1,17.42,1968,175,5
425000,2015,75000,Petrol,Dealer,Manual,1,20.52,1197,81.8,5
1600000,2011,74000,Diesel,Dealer,Automatic,1,10,2148,170,5
325000,2013,158000,Diesel,Dealer,Manual,1,24.4,1499,98.96,5
2700000,2019,10000,Diesel,Individual,Automatic,1,13.8,2999,174.57,7
950000,2018,40000,Diesel,Individual,Manual,1,23,1498,98.96,5
1140000,2019,10000,Diesel,Individual,Automatic,1,21.5,1497,108.5,5
980000,2017,53000,Diesel,Individual,Manual,1,17.6,2179,147.94,7
1920000,2017,20000,Diesel,Individual,Manual,2,16.3,1956,170,5
808000,2020,5000,Petrol,Individual,Manual,1,18.24,999,108.6,5
550000,2014,30000,Petrol,Individual,Manual,1,19.1,1197,85.8,5
215000,2010,64000,Petrol,Individual,Manual,1,19.7,796,46.3,5
512000,2016,10500,Petrol,Individual,Manual,1,18.16,1196,86.8,5
215000,2011,50000,Petrol,Individual,Manual,2,19.7,796,46.3,5
500000,2012,60000,Diesel,Individual,Manual,1,20.5,1598,103.5,5
700000,2015,35000,Diesel,Individual,Manual,1,21.14,1498,103.52,5
525000,2012,135000,Diesel,Individual,Manual,1,13.93,2179,138.03,7
550000,2011,70000,Diesel,Individual,Manual,2,12.05,2179,120,9
750000,2016,80000,Diesel,Individual,Manual,1,24.3,1248,88.5,5
395000,2017,25000,Petrol,Individual,Manual,1,21.63,998,67,5
675000,2017,5000,Petrol,Individual,Manual,1,18.6,1197,81.83,5
140000,2008,80000,Petrol,Individual,Manual,3,17.92,1086,62.1,5
430000,2011,120000,Diesel,Individual,Manual,2,12.05,2179,120,8
2711000,2017,9000,Diesel,Dealer,Automatic,1,13.6,1999,177,5
5150000,2019,20000,Petrol,Dealer,Automatic,1,22.37,2487,214.56,5
3200000,2017,45000,Diesel,Dealer,Automatic,1,19.33,1999,177,5
503000,2015,110000,Diesel,Individual,Manual,1,14.1,2179,147.94,7
3800000,2019,20000,Diesel,Individual,Automatic,1,18,1969,190,5
2000000,2016,68089,Petrol,Trustmark Dealer,Automatic,1,19.16,2494,157.7,5
225000,2013,58343,Petrol,Trustmark Dealer,Manual,1,21.79,998,67.05,5
740000,2018,38817,Diesel,Dealer,Manual,1,27.39,1248,74,5
550000,2016,56494,Petrol,Trustmark Dealer,Manual,1,18.2,1199,88.7,5
750000,2013,79328,Diesel,Trustmark Dealer,Manual,2,12.99,2494,100.6,7
650000,2019,5621,Petrol,Trustmark Dealer,Automatic,1,22,1197,81.8,5
625000,2017,25538,Petrol,Trustmark Dealer,Manual,1,16.78,1496,88.73,5
600000,2018,69779,Petrol,Dealer,Automatic,1,22,1197,81.8,5
450000,2017,56290,Diesel,Dealer,Manual,1,24,1186,73.97,5
5400000,2019,7500,Diesel,Dealer,Automatic,1,16.78,1995,190,5
5500000,2019,8500,Diesel,Dealer,Automatic,1,16.78,1995,190,5
779000,2019,7032,Petrol,Trustmark Dealer,Automatic,1,19,1199,88.76,5
645000,2016,11000,Petrol,Dealer,Automatic,1,14.3,1598,103.5,5
2475000,2018,2000,Diesel,Dealer,Automatic,1,16.8,1984,150,5
300000,2014,10000,Petrol,Individual,Manual,1,20.51,998,67.04,5
355000,2013,68000,Diesel,Individual,Manual,1,22.1,1248,76.9,5
180000,2015,35000,Petrol,Individual,Manual,2,22.74,796,47.3,5
280000,2013,70000,Diesel,Individual,Manual,1,25,1396,69,5
250000,2011,70000,Diesel,Individual,Manual,1,19,1248,90,5
125000,2007,50000,Petrol,Individual,Manual,1,15.3,1193,65.3,5
810000,2018,29700,Diesel,Individual,Manual,1,25.1,1248,88.5,5
671000,2018,20000,Petrol,Individual,Automatic,1,18.6,1368,98.63,5
295000,2018,20000,Petrol,Individual,Manual,1,24.7,796,47.3,5
850000,2017,40000,Diesel,Individual,Manual,1,24.52,1248,88.5,7
409999,2013,90000,Diesel,Individual,Manual,1,22.9,1248,74,5
600000,2015,90000,Petrol,Individual,Manual,1,16.02,1373,93.7,7
600000,2015,80000,Diesel,Individual,Manual,1,15.96,2523,62.1,7
220000,2012,60000,Petrol,Individual,Manual,3,18.9,998,67.1,5
550000,2013,56000,Diesel,Individual,Manual,1,23.4,1248,74,5
650000,2014,50000,Diesel,Individual,Manual,1,14,2523,75,8
655000,2014,50000,Diesel,Individual,Manual,2,14,2523,75,9
130000,2006,74000,Diesel,Individual,Manual,1,13.7,1948,68,7
400000,2014,123000,Diesel,Individual,Manual,1,19.01,1461,108.45,5
155000,2009,54000,Petrol,Individual,Manual,1,19.7,796,46.3,5
250000,2013,50000,Petrol,Individual,Manual,1,15.64,1193,64.1,5
400000,2014,80000,Petrol,Individual,Manual,2,18.9,1197,82,5
500000,2019,10000,Petrol,Individual,Manual,1,19.02,1198,67.05,5
565000,2018,10000,Petrol,Individual,Automatic,1,20.3,1086,68,5
900000,2018,40000,Diesel,Individual,Manual,1,23,1498,98.96,5
650000,2017,120000,Diesel,Individual,Manual,1,16.5,1493,70,7
600000,2013,45000,Diesel,Individual,Manual,1,15.96,2523,62.1,7
800000,2018,35000,Diesel,Individual,Manual,1,28.4,1248,74.02,5
575000,2015,60000,Diesel,Individual,Manual,1,22.54,1396,88.73,5
550000,2016,40000,Petrol,Individual,Automatic,1,17.01,1499,110.4,5
190000,2011,80000,Petrol,Individual,Manual,3,15.5,1586,103.3,5
750000,2017,37000,Diesel,Individual,Manual,1,23,1498,98.96,5
625000,2018,22000,Petrol,Individual,Manual,1,21.4,1197,83.1,5
799000,2018,60000,Diesel,Individual,Manual,2,22.54,1396,88.73,5
300000,2013,57000,Petrol,Individual,Manual,2,20.51,998,67.04,5
850000,2017,27000,Petrol,Individual,Manual,1,20.73,1373,91.1,5
130000,2012,70000,Petrol,Individual,Manual,1,18,995,62,5
229999,2011,40000,Petrol,Individual,Manual,2,20.92,998,67.1,5
400000,2015,60000,Petrol,Individual,Manual,1,23.1,998,67.04,5
900000,2018,35000,Diesel,Individual,Manual,1,16.55,2498,105,6
800000,2015,70000,Diesel,Individual,Manual,1,15.4,1997,120,7
250999,2015,43000,Petrol,Individual,Manual,2,21.1,814,55.2,5
250000,2011,110000,Petrol,Individual,Manual,2,15,1368,90,5
100000,2009,100000,Petrol,Individual,Manual,2,15.7,1172,67,5
450000,2016,64000,Petrol,Individual,Manual,1,20.4,1197,81.8,5
575000,2017,96000,Diesel,Individual,Manual,1,19.87,1461,83.8,5
400000,2013,96000,Diesel,Individual,Manual,1,20.46,1461,83.8,5
480000,2019,7600,Petrol,Individual,Manual,1,21.63,998,67,5
490000,2019,7000,Petrol,Individual,Manual,1,21.63,998,67,5
150000,2007,120000,Diesel,Individual,Manual,2,17,1405,70,5
600000,2017,50000,Diesel,Individual,Manual,1,22.95,1248,74,5
500000,2015,50000,Diesel,Individual,Manual,2,24.4,1120,71,5
425000,2015,80000,Diesel,Individual,Manual,1,23,1248,88.7,5
108000,2003,200000,Diesel,Individual,Manual,2,13.1,1493,82,5
1030000,2015,190000,Diesel,Individual,Manual,1,12.99,2494,100.6,7
360000,2015,34000,Petrol,Individual,Manual,1,20.51,998,67.04,5
290000,2012,80000,Petrol,Individual,Manual,2,16.47,1198,73.9,5
400000,2011,72000,Diesel,Individual,Manual,1,22.9,1248,74,5
70000,2003,20000,Diesel,Individual,Manual,1,15.9,1527,57,5
320000,2012,70000,Diesel,Individual,Manual,2,15.3,2956,83.8,7
975000,2019,30000,Diesel,Individual,Manual,1,23,1498,98.96,5
1227000,2019,5000,Petrol,Individual,Automatic,1,18,1497,117.6,5
755000,2014,29340,Diesel,Individual,Manual,1,22.32,1582,126.32,5
215000,2011,120000,Diesel,Individual,Manual,1,20,1399,68,5
735000,2011,200000,Diesel,Individual,Manual,2,12.8,2494,102,7
190000,2007,70000,Petrol,Individual,Manual,2,19.81,1086,68.05,5
1365000,2014,80800,Diesel,Individual,Manual,2,12.99,2494,100.6,8
675000,2018,24265,Petrol,Dealer,Manual,1,18.7,1199,88.7,5
438999,2014,81000,Diesel,Dealer,Manual,1,23.4,1248,74,5
550000,2015,240000,Diesel,Individual,Manual,1,19.98,1461,108.5,7
409999,2013,35000,Petrol,Individual,Manual,1,19.1,1197,85.8,5
350000,2019,15000,Petrol,Individual,Manual,1,25.17,799,53.3,5
135000,2012,49000,Diesel,Individual,Manual,3,25.44,936,57.6,5
1490000,2016,56900,Diesel,Individual,Manual,2,13.68,2393,147.8,8
520000,2014,70000,Diesel,Individual,Manual,2,25.2,1248,74,5
315000,2010,180000,Diesel,Individual,Manual,1,19.3,1248,73.9,5
235000,2010,50000,Petrol,Individual,Manual,1,19,998,66.1,5
80500,2005,50000,Petrol,Individual,Manual,3,13.2,1495,94,5
375000,2013,88200,Diesel,Individual,Manual,1,23.2,1248,73.94,5
189000,2006,93000,Petrol,Individual,Manual,2,16.1,1197,85,5
550000,2017,120000,Diesel,Individual,Manual,1,25.8,1498,98.6,5
260000,2011,110000,Diesel,Individual,Manual,2,17.8,1399,68,5
650000,2016,50000,Diesel,Individual,Automatic,2,26.59,1248,74,5
480000,2013,80000,Diesel,Individual,Manual,1,23.4,1248,74,5
700000,2016,40000,Diesel,Individual,Manual,1,22.54,1396,88.73,5
650000,2015,110000,Diesel,Individual,Manual,3,20.77,1248,88.76,7
1300000,2015,48000,Diesel,Individual,Manual,2,19.67,1582,126.2,5
1350000,2016,97000,Diesel,Individual,Automatic,1,16.96,1968,138.03,5
1000000,2016,60000,Diesel,Individual,Automatic,1,22.15,1498,108.6,5
1080000,2018,12800,Petrol,Individual,Automatic,1,17.8,1496,105.5,5
170000,2012,40000,Petrol,Individual,Manual,1,21.1,814,55.2,5
610000,2017,49000,Diesel,Individual,Manual,1,28.4,1248,74,5
350000,2014,25000,Petrol,Individual,Manual,1,18.5,1197,85.8,5
260000,2016,65000,Petrol,Individual,Manual,2,22.74,796,47.3,5
700000,2015,20000,Diesel,Individual,Manual,1,20.4,1248,91.7,5
678000,2018,17000,Petrol,Individual,Manual,1,18.78,999,75,5
800000,2015,15000,Diesel,Individual,Manual,1,23.65,1248,88.5,5
400000,2014,120000,Diesel,Individual,Manual,2,23.59,1364,67.04,5
300000,2010,49000,Petrol,Individual,Manual,1,18.5,1197,80,5
520000,2016,29000,Petrol,Individual,Manual,1,18.6,1197,81.83,5
850000,2017,55000,Diesel,Individual,Automatic,1,19.61,1461,108.5,5
300000,2015,40000,Petrol,Individual,Manual,1,23.95,998,67.05,5
350000,2010,120000,Petrol,Individual,Manual,2,17,1497,118,5
892000,2019,10000,Diesel,Individual,Manual,1,24.3,1248,88.5,5
285000,2012,70000,Diesel,Individual,Manual,2,20.3,1248,92,5
620000,2016,90000,Diesel,Individual,Manual,1,28.09,1248,88.5,5
750000,2017,90000,Diesel,Individual,Manual,1,24.3,1248,88.5,5
270000,2016,35000,Petrol,Individual,Manual,1,22.74,796,47.3,5
560000,2014,90000,Diesel,Individual,Manual,1,20.77,1248,88.8,7
300000,2012,40000,Petrol,Individual,Manual,2,17.92,1086,62.1,5
300000,2012,40000,Petrol,Individual,Manual,2,17.92,1086,62.1,5
570000,2018,20000,Petrol,Individual,Manual,1,18.9,1197,81.86,5
220000,2011,80000,Diesel,Individual,Manual,1,23.03,1396,69,5
260000,2012,99000,Petrol,Individual,Manual,2,15.5,1586,103.3,5
600000,2019,7500,Petrol,Individual,Automatic,1,21.21,1197,81.8,5
80000,2015,60000,Petrol,Individual,Manual,1,23.9,624,37.48,4
300000,2016,40800,Petrol,Individual,Manual,1,21.1,814,55.2,5
300000,2015,70000,Petrol,Individual,Manual,1,17.57,1193,88.7,5
400000,2016,100000,Petrol,Individual,Manual,1,18.15,1198,82,5
550000,2016,8588,Petrol,Individual,Manual,1,22,1197,81.8,5
1200000,2019,40000,Diesel,Individual,Manual,1,25.6,1498,97.9,5
500000,2015,60000,Diesel,Individual,Manual,1,25.83,1498,99,5
93000,2005,80000,Petrol,Individual,Manual,3,15.9,1298,85,5
500000,2014,110000,Diesel,Individual,Manual,1,26,1498,98.6,5
670000,2018,150000,Diesel,Individual,Manual,1,23.59,1364,67.05,5
750000,2012,120000,Diesel,Individual,Manual,2,12.8,2494,102,7
370000,2017,30000,Petrol,Individual,Manual,1,23.95,998,67.05,5
100000,2012,70000,Petrol,Individual,Manual,2,16.1,796,37,4
425000,2016,50000,Petrol,Individual,Manual,1,19.81,1086,68.05,5
370000,2006,305000,Diesel,Individual,Manual,4,12.8,2494,102,8
229999,2009,212000,Diesel,Individual,Manual,3,11.57,2179,138.1,7
850000,2016,35000,Diesel,Individual,Manual,1,24.52,1248,88.5,7
750000,2018,22000,Diesel,Individual,Manual,1,21.03,1461,65,5
235000,2010,50000,Diesel,Individual,Manual,1,10.71,1948,90,14
700000,2017,70000,Diesel,Individual,Manual,1,25.5,1498,98.6,5
480000,2016,56000,Diesel,Individual,Manual,1,24,1120,70,5
475000,2016,50000,Diesel,Individual,Manual,1,22.95,1248,74,5
610000,2015,120000,Diesel,Individual,Manual,1,21.14,1498,103.52,5
650000,2011,120000,Diesel,Individual,Manual,2,12.8,2494,102,8
800000,2017,70000,Diesel,Individual,Manual,1,25.5,1498,98.6,5
520000,2015,120000,Diesel,Individual,Manual,1,11.57,2179,138.1,7
160000,2014,90000,Diesel,Individual,Manual,1,25,1396,69,5
1000000,2018,70000,Diesel,Individual,Manual,1,25.1,1248,88.5,5
700000,2015,120000,Diesel,Individual,Manual,2,20.77,1248,88.76,7
590000,2017,70000,Diesel,Individual,Manual,2,25.8,1498,98.6,5
140000,2002,80000,Petrol,Individual,Manual,2,18.9,998,67.1,5
725000,2017,100000,Diesel,Individual,Manual,2,18.49,1493,100,7
1680000,2017,157000,Diesel,Individual,Manual,1,13.68,2393,147.8,7
550000,2015,50000,Diesel,Individual,Manual,1,26.59,1248,74,5
240000,2012,90000,Diesel,Individual,Manual,2,23.2,1248,73.94,5
667000,2013,65000,Diesel,Individual,Manual,1,14.6,2231,184,7
670000,2017,50000,Diesel,Individual,Manual,1,27.3,1498,98.6,5
550000,2015,110000,Diesel,Individual,Manual,1,26.59,1248,74,5
400000,2015,30000,Petrol,Individual,Manual,1,23.1,998,67.04,5
545000,2014,80000,Diesel,Individual,Manual,2,22.32,1582,126.32,5
599000,2015,70000,Petrol,Individual,Manual,1,16.02,1373,93.7,7
725000,2016,100000,Diesel,Individual,Manual,1,21.38,1396,88.7,5
525000,2015,120000,Petrol,Individual,Manual,2,17.4,1497,117.3,5
204999,2011,85000,Diesel,Individual,Manual,2,21.1,1248,73.9,5
190000,2012,110000,Diesel,Individual,Manual,1,21,1199,75,5
310000,2015,60000,Diesel,Individual,Manual,4,24,1120,70,5
380000,2016,90000,Diesel,Individual,Manual,2,24,1120,70,5
204000,2012,110000,Petrol,Individual,Manual,3,20.92,998,67.1,5
350000,2018,25000,Petrol,Individual,Manual,1,20.3,998,68.05,5
350000,2013,100000,Diesel,Individual,Manual,1,20.54,1598,103.6,5
175000,2012,120000,Diesel,Individual,Manual,2,20,1399,68,5
340000,2011,90000,Diesel,Individual,Manual,1,20.54,1598,103.6,5
950000,2017,35000,Petrol,Individual,Manual,1,17.4,1497,117.6,5
894999,2017,35000,Petrol,Individual,Manual,1,17.8,1497,117.3,5
350000,2014,101200,Diesel,Individual,Manual,2,15.3,2956,83.83,7
100000,2005,90000,Petrol,Individual,Manual,2,12.8,1396,85,5
550000,2016,76000,Diesel,Individual,Manual,1,26.59,1248,74,5
100000,2004,60000,Diesel,Individual,Manual,3,16.1,1405,70,5
800000,2016,90000,Diesel,Individual,Manual,1,16,2179,140,7
525000,2013,80000,Diesel,Individual,Manual,2,15.96,2523,62.1,7
500000,2008,179150,Diesel,Individual,Manual,2,11.57,2179,138.1,7
42000,2003,62000,Petrol,Individual,Manual,1,16.1,796,37,4
190000,2009,160000,Petrol,Individual,Manual,3,17.5,1197,85.8,5
694000,2019,35000,Diesel,Individual,Manual,1,28.4,1248,74.02,5
861999,2016,120000,Diesel,Individual,Automatic,1,16,2179,140,7
650000,2017,50000,Diesel,Individual,Manual,1,25.8,1498,98.6,5
310000,2011,70000,Diesel,Individual,Manual,2,19.3,1248,73.9,5
360000,2013,97000,Diesel,Individual,Manual,1,22.9,1248,74,5
240000,2011,90000,Diesel,Individual,Manual,2,19.3,1248,73.9,5
500000,2012,84487,Diesel,Individual,Manual,4,15.1,2179,140,7
475000,2010,100000,Diesel,Individual,Manual,2,12.8,2494,102,7
100000,2007,60000,Petrol,Individual,Manual,3,19.7,796,46.3,5
200000,2009,110000,Petrol,Individual,Manual,3,15,1586,104.68,5
430000,2006,264000,Diesel,Individual,Manual,1,12.8,2494,102,8
245000,2010,146000,Diesel,Individual,Manual,4,14,2498,112,7
450000,2014,70000,Diesel,Individual,Manual,1,23.4,1248,74,5
800000,2017,51146,Diesel,Individual,Manual,1,24.3,1248,88.5,5
215000,2011,40000,Petrol,Individual,Manual,1,21.1,1197,85.8,5
760000,2017,50000,Diesel,Individual,Manual,1,24.3,1248,88.5,5
